transaction_id,customer_id,merchant_id,amount,transaction_time,Day,is_fraudulent,card_type,Category Risk,Risk,location,purchase_category,purchase risk,customer_age,Age group,transaction_description,score
9420,1061,2050,5364.79,1/1/2023 2:36,1,0,Visa,Suspicious,115,City-30,Travel,Low,36,31-40,Purchase at Merchant-2050,Low Risk
9528,1015,2099,5364.08,1/1/2023 2:38,1,1,MasterCard,Suspicious,103,City-14,Groceries,high,22,21-30,Purchase at Merchant-2099,High Risk
9302,1006,2025,5362.18,1/1/2023 2:35,1,1,American Express,Suspicious,108,City-9,Online Shopping,high,54,50+,Purchase at Merchant-2025,High Risk
559,1056,2038,5361.27,1/1/2023 0:09,1,0,MasterCard,Suspicious,88,City-13,Travel,Low,68,50+,Purchase at Merchant-2038,Low Risk
7953,1081,2067,5360.27,1/1/2023 2:12,1,0,Visa,Suspicious,97,City-22,Groceries,Low,57,50+,Purchase at Merchant-2067,Low Risk
4453,1014,2053,5359.95,1/1/2023 1:14,1,1,American Express,Suspicious,107,City-14,Travel,high,51,50+,Purchase at Merchant-2053,High Risk
7028,1083,2035,5359.38,1/1/2023 1:57,1,1,Visa,Suspicious,111,City-48,Retail,high,32,31-40,Purchase at Merchant-2035,High Risk
1811,1057,2048,5359.12,1/1/2023 0:30,1,0,American Express,Suspicious,103,City-4,Gas Station,Low,43,40-50,Purchase at Merchant-2048,Low Risk
2232,1047,2044,5357.29,1/1/2023 0:37,1,0,Discover,Suspicious,102,City-39,Travel,Low,42,40-50,Purchase at Merchant-2044,Low Risk
1335,1080,2012,5357.22,1/1/2023 0:22,1,0,American Express,Suspicious,87,City-27,Online Shopping,Low,68,50+,Purchase at Merchant-2012,Low Risk
790,1060,2021,5356.87,1/1/2023 0:13,1,0,Discover,Suspicious,89,City-37,Travel,Low,49,40-50,Purchase at Merchant-2021,Low Risk
3359,1068,2001,5355.69,1/1/2023 0:55,1,0,Visa,Suspicious,96,City-12,Restaurant,Low,69,50+,Purchase at Merchant-2001,Low Risk
6216,1074,2031,5354.76,1/1/2023 1:43,1,1,Visa,Suspicious,126,City-36,Travel,high,63,50+,Purchase at Merchant-2031,High Risk
2980,1096,2084,5354.55,1/1/2023 0:49,1,1,Discover,Suspicious,98,City-9,Groceries,high,30,21-30,Purchase at Merchant-2084,Low Risk
1701,1061,2027,5354.46,1/1/2023 0:28,1,1,Discover,Suspicious,115,City-19,Travel,high,36,31-40,Purchase at Merchant-2027,High Risk
8723,1063,2018,5353.83,1/1/2023 2:25,1,1,Discover,Suspicious,111,City-3,Restaurant,high,56,50+,Purchase at Merchant-2018,High Risk
9573,1006,2009,5353.26,1/1/2023 2:39,1,1,Discover,Suspicious,108,City-14,Groceries,high,57,50+,Purchase at Merchant-2009,High Risk
1410,1074,2003,5352.74,1/1/2023 0:23,1,0,Visa,Suspicious,126,City-36,Retail,Low,27,21-30,Purchase at Merchant-2003,Low Risk
6834,1047,2014,5352.23,1/1/2023 1:53,1,1,American Express,Suspicious,102,City-2,Retail,high,41,40-50,Purchase at Merchant-2014,High Risk
8517,1041,2021,5350.86,1/1/2023 2:21,1,0,Discover,Suspicious,107,City-45,Restaurant,Low,48,40-50,Purchase at Merchant-2021,Low Risk
1390,1087,2057,5350.57,1/1/2023 0:23,1,0,Visa,Suspicious,111,City-13,Restaurant,Low,46,40-50,Purchase at Merchant-2057,Low Risk
8338,1059,2099,5350.11,1/1/2023 2:18,1,1,MasterCard,Suspicious,118,City-28,Restaurant,high,22,21-30,Purchase at Merchant-2099,High Risk
8988,1044,2097,5348.76,1/1/2023 2:29,1,0,American Express,Suspicious,94,City-36,Groceries,Low,22,21-30,Purchase at Merchant-2097,Low Risk
5942,1018,2073,5348.43,1/1/2023 1:39,1,1,Visa,Suspicious,116,City-41,Groceries,high,50,40-50,Purchase at Merchant-2073,High Risk
2530,1006,2034,5347.25,1/1/2023 0:42,1,1,MasterCard,Suspicious,108,City-4,Restaurant,high,23,21-30,Purchase at Merchant-2034,High Risk
9649,1053,2070,5346.51,1/1/2023 2:40,1,0,MasterCard,Suspicious,101,City-44,Restaurant,Low,29,21-30,Purchase at Merchant-2070,Low Risk
8417,1077,2096,5346.44,1/1/2023 2:20,1,0,MasterCard,Suspicious,100,City-15,Online Shopping,Low,26,21-30,Purchase at Merchant-2096,Low Risk
4908,1078,2015,5345.98,1/1/2023 1:21,1,0,American Express,Suspicious,94,City-23,Online Shopping,Low,31,31-40,Purchase at Merchant-2015,Low Risk
1347,1082,2041,5345.56,1/1/2023 0:22,1,1,Visa,Suspicious,111,City-40,Groceries,high,24,21-30,Purchase at Merchant-2041,High Risk
930,1036,2068,5344.19,1/1/2023 0:15,1,1,American Express,Suspicious,100,City-4,Groceries,high,55,50+,Purchase at Merchant-2068,Low Risk
5753,1038,2030,5343.33,1/1/2023 1:35,1,1,Visa,Suspicious,98,City-39,Restaurant,high,42,40-50,Purchase at Merchant-2030,Low Risk
5396,1094,2075,5342.43,1/1/2023 1:29,1,1,MasterCard,Suspicious,102,City-8,Groceries,high,59,50+,Purchase at Merchant-2075,High Risk
935,1011,2058,5341.24,1/1/2023 0:15,1,1,MasterCard,Suspicious,100,City-45,Restaurant,high,20,0-20,Purchase at Merchant-2058,Low Risk
6444,1021,2051,5340.36,1/1/2023 1:47,1,1,Visa,Suspicious,96,City-25,Retail,high,65,50+,Purchase at Merchant-2051,Low Risk
2394,1036,2007,5340.02,1/1/2023 0:39,1,1,American Express,Suspicious,100,City-13,Groceries,high,41,40-50,Purchase at Merchant-2007,Low Risk
8565,1045,2037,5339.13,1/1/2023 2:22,1,1,Visa,Suspicious,96,City-14,Retail,high,49,40-50,Purchase at Merchant-2037,Low Risk
9527,1097,2025,5339.12,1/1/2023 2:38,1,1,MasterCard,Suspicious,95,City-19,Retail,high,47,40-50,Purchase at Merchant-2025,Low Risk
5740,1091,2035,5337.08,1/1/2023 1:35,1,1,Discover,Suspicious,103,City-7,Travel,high,22,21-30,Purchase at Merchant-2035,High Risk
5808,1029,2057,5336.85,1/1/2023 1:36,1,0,MasterCard,Suspicious,106,City-37,Online Shopping,Low,35,31-40,Purchase at Merchant-2057,Low Risk
2647,1050,2097,5335.07,1/1/2023 0:44,1,0,Discover,Suspicious,102,City-31,Retail,Low,41,40-50,Purchase at Merchant-2097,Low Risk
1775,1009,2079,5334.97,1/1/2023 0:29,1,0,MasterCard,Suspicious,99,City-10,Gas Station,Low,46,40-50,Purchase at Merchant-2079,Low Risk
1797,1007,2022,5333.15,1/1/2023 0:29,1,1,MasterCard,Suspicious,103,City-22,Retail,high,48,40-50,Purchase at Merchant-2022,High Risk
715,1010,2003,5332.06,1/1/2023 0:11,1,1,MasterCard,Suspicious,101,City-36,Restaurant,high,68,50+,Purchase at Merchant-2003,High Risk
2632,1094,2016,5331.7,1/1/2023 0:43,1,1,American Express,Suspicious,102,City-10,Restaurant,high,42,40-50,Purchase at Merchant-2016,High Risk
2849,1061,2041,5329.81,1/1/2023 0:47,1,1,American Express,Suspicious,115,City-39,Gas Station,high,57,50+,Purchase at Merchant-2041,High Risk
3703,1062,2069,5327.58,1/1/2023 1:01,1,1,Visa,Suspicious,93,City-10,Online Shopping,high,67,50+,Purchase at Merchant-2069,Low Risk
3798,1048,2068,5322.05,1/1/2023 1:03,1,0,Discover,Suspicious,99,City-14,Gas Station,Low,25,21-30,Purchase at Merchant-2068,Low Risk
7183,1072,2097,5320.27,1/1/2023 1:59,1,1,MasterCard,Suspicious,103,City-26,Retail,high,44,40-50,Purchase at Merchant-2097,High Risk
8661,1005,2017,5319.86,1/1/2023 2:24,1,1,Discover,Suspicious,92,City-36,Travel,high,69,50+,Purchase at Merchant-2017,Low Risk
3132,1097,2033,5315.16,1/1/2023 0:52,1,0,Discover,Suspicious,95,City-8,Travel,Low,31,31-40,Purchase at Merchant-2033,Low Risk
891,1023,2019,5314.06,1/1/2023 0:14,1,1,American Express,Suspicious,106,City-6,Online Shopping,high,27,21-30,Purchase at Merchant-2019,High Risk
6229,1094,2095,5313.99,1/1/2023 1:43,1,0,Discover,Suspicious,102,City-9,Groceries,Low,64,50+,Purchase at Merchant-2095,Low Risk
8534,1084,2001,5313.71,1/1/2023 2:22,1,1,American Express,Suspicious,105,City-10,Retail,high,36,31-40,Purchase at Merchant-2001,High Risk
5569,1053,2086,5313.07,1/1/2023 1:32,1,1,Discover,Suspicious,101,City-3,Travel,high,30,21-30,Purchase at Merchant-2086,High Risk
4758,1085,2009,5312.99,1/1/2023 1:19,1,0,Discover,Suspicious,120,City-31,Restaurant,Low,68,50+,Purchase at Merchant-2009,Low Risk
5886,1059,2039,5312.89,1/1/2023 1:38,1,1,Visa,Suspicious,118,City-15,Restaurant,high,31,31-40,Purchase at Merchant-2039,High Risk
636,1080,2089,5309.89,1/1/2023 0:10,1,0,American Express,Suspicious,87,City-44,Gas Station,Low,70,50+,Purchase at Merchant-2089,Low Risk
7976,1020,2009,5309.71,1/1/2023 2:12,1,1,Discover,Suspicious,107,City-6,Restaurant,high,68,50+,Purchase at Merchant-2009,High Risk
9065,1060,2047,5309.16,1/1/2023 2:31,1,1,Discover,Suspicious,89,City-11,Retail,high,49,40-50,Purchase at Merchant-2047,Low Risk
5041,1040,2048,5308.87,1/1/2023 1:24,1,0,Discover,Suspicious,92,City-1,Travel,Low,36,31-40,Purchase at Merchant-2048,Low Risk
8064,1026,2056,5308.53,1/1/2023 2:14,1,0,Visa,Suspicious,92,City-41,Online Shopping,Low,22,21-30,Purchase at Merchant-2056,Low Risk
2011,1087,2063,5308.25,1/1/2023 0:33,1,0,Visa,Suspicious,111,City-35,Travel,Low,61,50+,Purchase at Merchant-2063,Low Risk
7191,1074,2056,5305.46,1/1/2023 1:59,1,0,American Express,Suspicious,126,City-19,Groceries,Low,60,50+,Purchase at Merchant-2056,Low Risk
1661,1082,2026,5303.89,1/1/2023 0:27,1,1,MasterCard,Suspicious,111,City-24,Gas Station,high,24,21-30,Purchase at Merchant-2026,High Risk
2111,1069,2086,5303.59,1/1/2023 0:35,1,1,MasterCard,Suspicious,109,City-45,Travel,high,33,31-40,Purchase at Merchant-2086,High Risk
6020,1085,2084,5303.21,1/1/2023 1:40,1,1,MasterCard,Suspicious,120,City-7,Restaurant,high,41,40-50,Purchase at Merchant-2084,High Risk
2659,1051,2098,5302.11,1/1/2023 0:44,1,1,Discover,Suspicious,96,City-31,Gas Station,high,52,50+,Purchase at Merchant-2098,Low Risk
110,1099,2040,5301.07,1/1/2023 0:01,1,0,American Express,Suspicious,116,City-49,Online Shopping,Low,64,50+,Purchase at Merchant-2040,Low Risk
9894,1074,2089,5301.07,1/1/2023 2:44,1,0,American Express,Suspicious,126,City-21,Online Shopping,Low,42,40-50,Purchase at Merchant-2089,Low Risk
1623,1009,2006,5300.63,1/1/2023 0:27,1,1,MasterCard,Suspicious,99,City-35,Restaurant,high,29,21-30,Purchase at Merchant-2006,Low Risk
8591,1073,2075,5298.63,1/1/2023 2:23,1,1,Discover,Suspicious,99,City-4,Online Shopping,high,28,21-30,Purchase at Merchant-2075,Low Risk
147,1012,2099,5297.06,1/1/2023 0:02,1,1,Visa,Suspicious,114,City-46,Gas Station,high,24,21-30,Purchase at Merchant-2099,High Risk
2726,1022,2061,5296.83,1/1/2023 0:45,1,0,Visa,Suspicious,93,City-7,Online Shopping,Low,32,31-40,Purchase at Merchant-2061,Low Risk
3280,1020,2055,5296.59,1/1/2023 0:54,1,0,American Express,Suspicious,107,City-30,Groceries,Low,44,40-50,Purchase at Merchant-2055,Low Risk
3049,1090,2027,5296.26,1/1/2023 0:50,1,1,Discover,Suspicious,111,City-28,Groceries,high,68,50+,Purchase at Merchant-2027,High Risk
6139,1006,2096,5295.92,1/1/2023 1:42,1,0,MasterCard,Suspicious,108,City-4,Travel,Low,51,50+,Purchase at Merchant-2096,Low Risk
5989,1097,2046,5295.64,1/1/2023 1:39,1,1,MasterCard,Suspicious,95,City-2,Restaurant,high,47,40-50,Purchase at Merchant-2046,Low Risk
6600,1059,2078,5295.57,1/1/2023 1:49,1,1,Discover,Suspicious,118,City-7,Online Shopping,high,65,50+,Purchase at Merchant-2078,High Risk
5120,1046,2002,5294.87,1/1/2023 1:25,1,0,Visa,Suspicious,93,City-21,Groceries,Low,21,21-30,Purchase at Merchant-2002,Low Risk
8150,1029,2033,5294.11,1/1/2023 2:15,1,1,MasterCard,Suspicious,106,City-20,Groceries,high,30,21-30,Purchase at Merchant-2033,High Risk
962,1068,2028,5293.64,1/1/2023 0:16,1,0,American Express,Suspicious,96,City-5,Restaurant,Low,32,31-40,Purchase at Merchant-2028,Low Risk
7679,1098,2060,5293.48,1/1/2023 2:07,1,0,Discover,Suspicious,104,City-48,Online Shopping,Low,18,0-20,Purchase at Merchant-2060,Low Risk
6131,1006,2032,5292.87,1/1/2023 1:42,1,0,Discover,Suspicious,108,City-28,Gas Station,Low,18,0-20,Purchase at Merchant-2032,Low Risk
1294,1050,2011,5292.06,1/1/2023 0:21,1,0,American Express,Suspicious,102,City-2,Groceries,Low,57,50+,Purchase at Merchant-2011,Low Risk
8032,1087,2023,5291.63,1/1/2023 2:13,1,0,Discover,Suspicious,111,City-1,Restaurant,Low,25,21-30,Purchase at Merchant-2023,Low Risk
1947,1009,2027,5290.47,1/1/2023 0:32,1,0,Visa,Suspicious,99,City-49,Online Shopping,Low,60,50+,Purchase at Merchant-2027,Low Risk
2312,1044,2043,5289.76,1/1/2023 0:38,1,1,Visa,Suspicious,94,City-33,Online Shopping,high,56,50+,Purchase at Merchant-2043,Low Risk
7003,1051,2079,5289.56,1/1/2023 1:56,1,1,MasterCard,Suspicious,96,City-37,Retail,high,40,31-40,Purchase at Merchant-2079,Low Risk
5710,1095,2026,5288.27,1/1/2023 1:35,1,0,Discover,Suspicious,103,City-34,Gas Station,Low,35,31-40,Purchase at Merchant-2026,Low Risk
9560,1027,2009,5288.08,1/1/2023 2:39,1,1,Visa,Suspicious,85,City-7,Retail,high,46,40-50,Purchase at Merchant-2009,Low Risk
1664,1092,2025,5287.99,1/1/2023 0:27,1,0,MasterCard,Suspicious,84,City-36,Gas Station,Low,67,50+,Purchase at Merchant-2025,Low Risk
6155,1084,2078,5286.35,1/1/2023 1:42,1,0,Visa,Suspicious,105,City-40,Travel,Low,46,40-50,Purchase at Merchant-2078,Low Risk
2348,1079,2083,5282.85,1/1/2023 0:39,1,0,American Express,Suspicious,115,City-9,Online Shopping,Low,55,50+,Purchase at Merchant-2083,Low Risk
2184,1001,2022,5282.82,1/1/2023 0:36,1,0,Discover,Suspicious,86,City-13,Travel,Low,39,31-40,Purchase at Merchant-2022,Low Risk
6618,1024,2013,5282.56,1/1/2023 1:50,1,0,Discover,Suspicious,89,City-32,Online Shopping,Low,70,50+,Purchase at Merchant-2013,Low Risk
3823,1058,2014,5281.66,1/1/2023 1:03,1,1,Discover,Suspicious,105,City-48,Restaurant,high,23,21-30,Purchase at Merchant-2014,High Risk
7594,1079,2096,5277.64,1/1/2023 2:06,1,1,MasterCard,Suspicious,115,City-15,Travel,high,49,40-50,Purchase at Merchant-2096,High Risk
3466,1046,2038,5276.82,1/1/2023 0:57,1,0,Visa,Suspicious,93,City-38,Travel,Low,25,21-30,Purchase at Merchant-2038,Low Risk
5626,1032,2004,5273.19,1/1/2023 1:33,1,1,Discover,Suspicious,98,City-38,Travel,high,45,40-50,Purchase at Merchant-2004,Low Risk
9034,1090,2057,5271,1/1/2023 2:30,1,0,Discover,Suspicious,111,City-7,Online Shopping,Low,21,21-30,Purchase at Merchant-2057,Low Risk
8039,1092,2039,5270.51,1/1/2023 2:13,1,0,MasterCard,Suspicious,84,City-9,Online Shopping,Low,42,40-50,Purchase at Merchant-2039,Low Risk
8635,1019,2063,5270.33,1/1/2023 2:23,1,1,Visa,Suspicious,97,City-37,Restaurant,high,56,50+,Purchase at Merchant-2063,Low Risk
2036,1084,2069,5266.86,1/1/2023 0:33,1,1,Discover,Suspicious,105,City-46,Travel,high,49,40-50,Purchase at Merchant-2069,High Risk
9546,1023,2020,5264.57,1/1/2023 2:39,1,0,Discover,Suspicious,106,City-27,Groceries,Low,51,50+,Purchase at Merchant-2020,Low Risk
8902,1064,2086,5263.34,1/1/2023 2:28,1,1,Discover,Suspicious,97,City-6,Gas Station,high,62,50+,Purchase at Merchant-2086,Low Risk
6448,1052,2062,5263.15,1/1/2023 1:47,1,0,Visa,Suspicious,92,City-22,Restaurant,Low,69,50+,Purchase at Merchant-2062,Low Risk
1940,1082,2011,5262.96,1/1/2023 0:32,1,0,American Express,Suspicious,111,City-25,Groceries,Low,18,0-20,Purchase at Merchant-2011,Low Risk
6582,1036,2084,5259.93,1/1/2023 1:49,1,0,Visa,Suspicious,100,City-29,Restaurant,Low,45,40-50,Purchase at Merchant-2084,Low Risk
902,1094,2022,5257.29,1/1/2023 0:15,1,1,American Express,Suspicious,102,City-34,Retail,high,31,31-40,Purchase at Merchant-2022,High Risk
1484,1093,2053,5254.29,1/1/2023 0:24,1,0,Visa,Suspicious,99,City-8,Online Shopping,Low,59,50+,Purchase at Merchant-2053,Low Risk
3072,1088,2011,5252.92,1/1/2023 0:51,1,0,Discover,Suspicious,112,City-32,Online Shopping,Low,45,40-50,Purchase at Merchant-2011,Low Risk
634,1085,2079,5250.39,1/1/2023 0:10,1,0,Discover,Suspicious,120,City-25,Restaurant,Low,24,21-30,Purchase at Merchant-2079,Low Risk
5128,1013,2010,5249.96,1/1/2023 1:25,1,1,Visa,Suspicious,99,City-24,Retail,high,34,31-40,Purchase at Merchant-2010,Low Risk
9583,1033,2048,5249.81,1/1/2023 2:39,1,0,Visa,Suspicious,81,City-24,Retail,Low,68,50+,Purchase at Merchant-2048,Low Risk
2177,1090,2013,5249.68,1/1/2023 0:36,1,1,Discover,Suspicious,111,City-10,Restaurant,high,49,40-50,Purchase at Merchant-2013,High Risk
2073,1010,2059,5249.5,1/1/2023 0:34,1,1,MasterCard,Suspicious,101,City-43,Online Shopping,high,36,31-40,Purchase at Merchant-2059,High Risk
8163,1004,2080,5249.1,1/1/2023 2:16,1,1,American Express,Suspicious,87,City-42,Groceries,high,24,21-30,Purchase at Merchant-2080,Low Risk
4443,1023,2047,5249.08,1/1/2023 1:14,1,1,MasterCard,Suspicious,106,City-10,Retail,high,36,31-40,Purchase at Merchant-2047,High Risk
5583,1097,2050,5248.93,1/1/2023 1:33,1,1,American Express,Suspicious,95,City-41,Travel,high,28,21-30,Purchase at Merchant-2050,Low Risk
2599,1025,2022,5248.62,1/1/2023 0:43,1,0,MasterCard,Suspicious,91,City-1,Online Shopping,Low,20,0-20,Purchase at Merchant-2022,Low Risk
2393,1084,2025,5244.57,1/1/2023 0:39,1,0,Discover,Suspicious,105,City-33,Travel,Low,62,50+,Purchase at Merchant-2025,Low Risk
6991,1086,2016,5243.6,1/1/2023 1:56,1,0,Visa,Suspicious,92,City-40,Restaurant,Low,61,50+,Purchase at Merchant-2016,Low Risk
2084,1099,2092,5243.46,1/1/2023 0:34,1,1,MasterCard,Suspicious,116,City-36,Restaurant,high,18,0-20,Purchase at Merchant-2092,High Risk
2729,1093,2013,5241.97,1/1/2023 0:45,1,0,Discover,Suspicious,99,City-38,Online Shopping,Low,46,40-50,Purchase at Merchant-2013,Low Risk
178,1056,2007,5239.79,1/1/2023 0:02,1,1,Discover,Suspicious,88,City-13,Groceries,high,36,31-40,Purchase at Merchant-2007,Low Risk
6693,1003,2089,5238.68,1/1/2023 1:51,1,0,Visa,Suspicious,81,City-10,Groceries,Low,68,50+,Purchase at Merchant-2089,Low Risk
8200,1044,2061,5237.34,1/1/2023 2:16,1,0,MasterCard,Suspicious,94,City-44,Groceries,Low,66,50+,Purchase at Merchant-2061,Low Risk
2520,1022,2005,5233.15,1/1/2023 0:41,1,0,Discover,Suspicious,93,City-20,Travel,Low,37,31-40,Purchase at Merchant-2005,Low Risk
8953,1010,2040,5232.16,1/1/2023 2:29,1,1,MasterCard,Suspicious,101,City-26,Online Shopping,high,28,21-30,Purchase at Merchant-2040,High Risk
7089,1080,2023,5231.59,1/1/2023 1:58,1,1,Visa,Suspicious,87,City-20,Groceries,high,60,50+,Purchase at Merchant-2023,Low Risk
5726,1054,2079,5231.24,1/1/2023 1:35,1,0,Discover,Suspicious,100,City-11,Online Shopping,Low,59,50+,Purchase at Merchant-2079,Low Risk
8909,1047,2043,5226.34,1/1/2023 2:28,1,0,Visa,Suspicious,102,City-48,Travel,Low,59,50+,Purchase at Merchant-2043,Low Risk
1644,1062,2048,5225.06,1/1/2023 0:27,1,0,Discover,Suspicious,93,City-27,Online Shopping,Low,70,50+,Purchase at Merchant-2048,Low Risk
3875,1098,2015,5225,1/1/2023 1:04,1,0,American Express,Suspicious,104,City-10,Travel,Low,25,21-30,Purchase at Merchant-2015,Low Risk
3993,1044,2027,5224.55,1/1/2023 1:06,1,0,Discover,Suspicious,94,City-27,Online Shopping,Low,42,40-50,Purchase at Merchant-2027,Low Risk
3364,1068,2046,5224.24,1/1/2023 0:56,1,0,American Express,Suspicious,96,City-1,Gas Station,Low,34,31-40,Purchase at Merchant-2046,Low Risk
4131,1031,2073,5223.81,1/1/2023 1:08,1,1,MasterCard,Suspicious,100,City-17,Gas Station,high,61,50+,Purchase at Merchant-2073,Low Risk
2358,1066,2041,5222.86,1/1/2023 0:39,1,1,Discover,Suspicious,84,City-40,Groceries,high,23,21-30,Purchase at Merchant-2041,Low Risk
2796,1063,2092,5222.65,1/1/2023 0:46,1,0,Discover,Suspicious,111,City-27,Groceries,Low,69,50+,Purchase at Merchant-2092,Low Risk
1970,1065,2100,5222.02,1/1/2023 0:32,1,1,American Express,Suspicious,99,City-43,Travel,high,62,50+,Purchase at Merchant-2100,Low Risk
3850,1005,2014,5219.42,1/1/2023 1:04,1,1,Visa,Suspicious,92,City-41,Restaurant,high,41,40-50,Purchase at Merchant-2014,Low Risk
683,1018,2038,5217.37,1/1/2023 0:11,1,0,MasterCard,Suspicious,116,City-49,Groceries,Low,46,40-50,Purchase at Merchant-2038,Low Risk
6026,1073,2075,5216.44,1/1/2023 1:40,1,0,Visa,Suspicious,99,City-13,Gas Station,Low,62,50+,Purchase at Merchant-2075,Low Risk
6645,1013,2092,5215.71,1/1/2023 1:50,1,0,MasterCard,Suspicious,99,City-42,Groceries,Low,69,50+,Purchase at Merchant-2092,Low Risk
8966,1018,2026,5214.98,1/1/2023 2:29,1,1,Discover,Suspicious,116,City-44,Gas Station,high,40,31-40,Purchase at Merchant-2026,High Risk
3064,1083,2027,5214.72,1/1/2023 0:51,1,0,MasterCard,Suspicious,111,City-33,Retail,Low,63,50+,Purchase at Merchant-2027,Low Risk
9068,1091,2070,5210.64,1/1/2023 2:31,1,0,MasterCard,Suspicious,103,City-34,Groceries,Low,44,40-50,Purchase at Merchant-2070,Low Risk
1449,1083,2088,5209.94,1/1/2023 0:24,1,1,MasterCard,Suspicious,111,City-3,Online Shopping,high,56,50+,Purchase at Merchant-2088,High Risk
5302,1020,2034,5207.94,1/1/2023 1:28,1,0,American Express,Suspicious,107,City-25,Groceries,Low,39,31-40,Purchase at Merchant-2034,Low Risk
1786,1059,2017,5207.42,1/1/2023 0:29,1,0,MasterCard,Suspicious,118,City-23,Groceries,Low,42,40-50,Purchase at Merchant-2017,Low Risk
745,1090,2088,5205.93,1/1/2023 0:12,1,1,Visa,Suspicious,111,City-50,Online Shopping,high,43,40-50,Purchase at Merchant-2088,High Risk
1104,1070,2038,5205.28,1/1/2023 0:18,1,0,MasterCard,Suspicious,105,City-50,Retail,Low,44,40-50,Purchase at Merchant-2038,Low Risk
9096,1043,2035,5204.8,1/1/2023 2:31,1,1,Visa,Suspicious,96,City-40,Online Shopping,high,21,21-30,Purchase at Merchant-2035,Low Risk
2270,1088,2028,5204.74,1/1/2023 0:37,1,1,Visa,Suspicious,112,City-50,Travel,high,20,0-20,Purchase at Merchant-2028,High Risk
2803,1037,2072,5202.89,1/1/2023 0:46,1,1,Visa,Suspicious,103,City-41,Gas Station,high,63,50+,Purchase at Merchant-2072,High Risk
7590,1024,2072,5202.46,1/1/2023 2:06,1,1,MasterCard,Suspicious,89,City-37,Gas Station,high,30,21-30,Purchase at Merchant-2072,Low Risk
970,1059,2082,5201.36,1/1/2023 0:16,1,0,Visa,Suspicious,118,City-47,Online Shopping,Low,35,31-40,Purchase at Merchant-2082,Low Risk
2843,1030,2029,5200.71,1/1/2023 0:47,1,1,Visa,Suspicious,87,City-33,Groceries,high,24,21-30,Purchase at Merchant-2029,Low Risk
7831,1077,2057,5199.48,1/1/2023 2:10,1,1,Visa,Suspicious,100,City-31,Online Shopping,high,58,50+,Purchase at Merchant-2057,Low Risk
2142,1037,2087,5198.2,1/1/2023 0:35,1,1,American Express,Suspicious,103,City-12,Gas Station,high,29,21-30,Purchase at Merchant-2087,High Risk
9630,1013,2029,5197.87,1/1/2023 2:40,1,1,MasterCard,Suspicious,99,City-3,Travel,high,47,40-50,Purchase at Merchant-2029,Low Risk
4811,1035,2092,5196.25,1/1/2023 1:20,1,0,MasterCard,Suspicious,92,City-25,Online Shopping,Low,61,50+,Purchase at Merchant-2092,Low Risk
5803,1070,2032,5194.69,1/1/2023 1:36,1,1,American Express,Suspicious,105,City-36,Gas Station,high,31,31-40,Purchase at Merchant-2032,High Risk
2952,1084,2087,5194.26,1/1/2023 0:49,1,0,Visa,Suspicious,105,City-7,Travel,Low,62,50+,Purchase at Merchant-2087,Low Risk
1596,1077,2059,5193.47,1/1/2023 0:26,1,0,American Express,Suspicious,100,City-15,Groceries,Low,18,0-20,Purchase at Merchant-2059,Low Risk
99,1032,2070,5192.44,1/1/2023 0:01,1,0,American Express,Suspicious,98,City-20,Retail,Low,63,50+,Purchase at Merchant-2070,Low Risk
2018,1043,2027,5192.28,1/1/2023 0:33,1,1,MasterCard,Suspicious,96,City-23,Retail,high,64,50+,Purchase at Merchant-2027,Low Risk
8253,1058,2033,5190.72,1/1/2023 2:17,1,1,Visa,Suspicious,105,City-25,Gas Station,high,58,50+,Purchase at Merchant-2033,High Risk
9256,1024,2048,5190.46,1/1/2023 2:34,1,0,Discover,Suspicious,89,City-11,Groceries,Low,48,40-50,Purchase at Merchant-2048,Low Risk
6118,1095,2068,5187.94,1/1/2023 1:41,1,0,Discover,Suspicious,103,City-49,Online Shopping,Low,38,31-40,Purchase at Merchant-2068,Low Risk
2497,1091,2025,5187.59,1/1/2023 0:41,1,0,American Express,Suspicious,103,City-14,Groceries,Low,29,21-30,Purchase at Merchant-2025,Low Risk
4840,1051,2074,5185.79,1/1/2023 1:20,1,1,Discover,Suspicious,96,City-50,Restaurant,high,59,50+,Purchase at Merchant-2074,Low Risk
1848,1056,2030,5184.37,1/1/2023 0:30,1,0,Visa,Suspicious,88,City-16,Online Shopping,Low,52,50+,Purchase at Merchant-2030,Low Risk
1826,1068,2029,5184.36,1/1/2023 0:30,1,1,Discover,Suspicious,96,City-23,Gas Station,high,51,50+,Purchase at Merchant-2029,Low Risk
890,1056,2057,5176.53,1/1/2023 0:14,1,0,American Express,Suspicious,88,City-34,Travel,Low,53,50+,Purchase at Merchant-2057,Low Risk
9655,1015,2027,5175.06,1/1/2023 2:40,1,0,Visa,Suspicious,103,City-27,Travel,Low,26,21-30,Purchase at Merchant-2027,Low Risk
7238,1037,2059,5174.95,1/1/2023 2:00,1,0,Visa,Suspicious,103,City-28,Groceries,Low,19,0-20,Purchase at Merchant-2059,Low Risk
8524,1046,2009,5174.2,1/1/2023 2:22,1,0,American Express,Suspicious,93,City-36,Retail,Low,19,0-20,Purchase at Merchant-2009,Low Risk
6919,1092,2047,5173,1/1/2023 1:55,1,0,Visa,Suspicious,84,City-43,Groceries,Low,23,21-30,Purchase at Merchant-2047,Low Risk
